user,sentiment,topic,comment_text
@teressamirault4729,-0.6369,0,"If we don't learn from history, we are doomed to repeat it."
@22burnsie,0.0,1,"As a 27 year old HS gym teacher, i still consistently dab"
@thomastoivonen9375,-0.7506,2,"There are several countries in Europe you would get arrested for that ""gesture"" Elon Musk made. In Germany you could get up to 6 months in prison."
@DelightLovesMovies,0.0,2,"""You can't vote for a traitor and call yourself a patriot "" 
  -- Jon Stewart"
@ArkansasVoteBlue,0.1796,1,"A notorious racist being sworn-in on Martin Luther King Day is absolute Blasphemy. Thanks for the laughs, Josh, Jon, et. al. You made today a little easier."
@BlackRoseFlorida,0.8519,1,I love  Josh Johnson's great personality
@ldawg7117,0.6597,1,I still haven't come to terms with any of this being real.. It truly feels like a nightmare thst I should be waking up from..
@cablebox,0.0772,1,Just want to point out that AOC along with a few other house members did not attend
@AveryCD,0.0,2,"I'm also autistic, but that doesn't justify Elon's gesture!"
@RachelRea-n1t,0.7835,1,Jon Stewart is brilliant! Thank u!
@anthonyalexander5027,0.0,1,Where have you been all my life guuurrll!!?? I'm subscribed! Your thoughts are spot on
@grahamormerod7313,-0.3485,2,I'm from Germany. Have Republicans in the US forgotten what happened in Germany 91 Years ago???
@jackiemaben8786,-0.6124,1,Saddest day ever. Makes me sick..the whole thing.
@Lucky_Dagger,0.5859,2,"It's baffling to me that Pence showed up to the inauguration of the man who promised to pardon the people who chanted ""hang Mike Pence"" repeatedly while storming the capital."
@suzyjohnson3122,0.2732,0,Your humor about this gathering is priceless
@dblocker3145,0.1882,0,"It's the saddest day I've ever witnessed in American politics! But, I'm sure there's more to come."
@maisonneuve,0.1027,0,Literally waited up for this to drop. Thank you Jon. From Canada. 🇨🇦
@lizzykayOT7,0.2732,1,"Thank you Jon and the rest of the crew for carrying us through this. I'm going to limit my internet time now, I can't with another 4 years of questioning my sanity."
@patrickw8888,0.0,0,When will we see The First Lady on The Daily Show?
@Sleepgarden,0.4854,1,"it's amazing idiots on twitter were like ""that wasn't the salute"" but on first viewing that crowd knew exactly what it was"
@NickiCaldwell-qj9gk,0.5106,1,You are keeping our sanity intact. Thank you Mr. Stewart.
@LoisAGrimm,-0.2964,2,Don't be generous. Don't give Musk the benefit of the doubt. We all know what it was and it needs to be called out for exactly what it was.
@user-wy6xd5ip8w,0.0,1,price of gas has gone up where I live.
@rich6598,-0.3875,2,Fox News didn't say anything about Trump not putting his hand on the Bible neither...
@reader4445,0.3612,2,Thank you for addressing the salute. You're the only one who has.
@DiustheZ,0.5994,1,The fact that Biden feels like he has to pardon people to prevent retaliation from the right wing says just about everything you need to know about the current political climate.
@skjmiami,0.8908,1,I really enjoy your satire show - a brilliant way to enlighten people.
@joborison9764,-0.0772,2,"May I just say as a Canadian the notion that the weather in The Washington (-3C) was too dangerously cold to be outside was hilarious. Look we all know his crowd was going to be minuscule, let’s just call this what it is."
@bryonygrealish6663,0.5458,1,Watched a documentary about MLK with my kids and talked with them about who he was and why he was so important. As well as why what he believed and fought for is extremely important today with the incoming administration.
@davidallen111,-0.5267,2,Musk's N salute took me way past cringe into abject terror.
@danaxe407,0.0,0,I can’t believe Donald is married to Michael Jackson
@Imhexed,0.7846,1,"THANK YOU JOSH!!!!! Once again, saying it like it is."
@AveryCD,0.7845,2,"Ah yes, the universal “my heart goes out to you” salute. I can't wait to see Piers Morgan try to defend this"
@DrD6452,-0.5423,2,Remember when CNN and MSNBC was complaining that Trump was going to preemptively pardon his entire family? He didn't of course because there was no reason to and it would make everyone look guilty.
@PhilMachi,0.1129,1,"I have literally been looking forward to Jon's commentary ALL DAY -- did not disappoint.  Thank you, TDS Team!"
@valarieamos3935,0.4404,1,Jon is funny
@ultraginge1990,-0.533,1,It’s amazing how comedians are not just the laughs that keep hopes up but also the seeming ONLY RESISTANCE TO THE INSANE POLICY ANNOUNCEMENTS!!!
@shawheenblount2685,-0.2732,1,"When they go low, I stay the f*ck home."
@krisdiperna3929,0.4341,1,I am so grateful you are here with us on this heartbreaking day.  Thank you.
@AnaS-of8ri,-0.5707,0,Please don‘t ridicule this and take it as a serious threat to human rights and freedom. This is scary. Americans NEED to wake up!
@sunitamosesesq,-0.34,2,That one-armed salute was crazy...  Yikes.
@SmGTwist,0.0,0,Im not calling Teslas Teslas anymore. They're Swasticars.
@eCitizen1,0.1759,0,The SUPREMELY CORRUPT COURT makes me SICK!
@gecko1322,0.4576,1,The most hilarious episode of The Daily Show in years
@Icelandlover,-0.296,1,Today demonstrates eloquently what happens when there's no accountability.
@opaladkins3908,0.2235,2,They aren't hiding it anymore we all know what that is
@Elizabeth-tq7qw,-0.9399,1,Pence showing up for the 2nd inauguration of the terrifying maniac who brought him so close to death was pathetic.
@zeekaywalker9232,0.0,2,"Someone call the Avengers, HYDRA is back."
@auntiepha8343,0.168,0,Trump promised to lower gas and grocery prices on day one how is that coming along??
@PCman50,0.2263,1,This historic episode of The Daily Show I believe will go down in the history books or media archives as a most accurate depiction of the madness that awaits our country. Also The needed therapy of just laughing at the insanity gave me a moment to be now in the moment with a needed smile. Thank you Daily Show.
@atamizful,0.0,2,I remember last time he got elected everyone was talking about checks and balances. This time everyone knows that doesn't mean anything anymore
@david.barrau-guiderdoni,0.658,0,Brilliant !^^!
@AaronOkeanos,0.5413,2,Just imagine that. The capitol today held a total wealth exceeding even everybody else in America. Just a handful people who own more than the 99% below them.
@stefanoaguila2744,-0.4404,2,"Mark this down people Jan 20 2025. Unemployment 4.1% 
S&P 5996
Inflation 2.9%
Gas 3.12"
@hdnft4633,-0.6115,2,This is absolutely terrifying.
@HilaryPaul-b4l,0.9123,1,Thanks Jon . This was so amazing. I absolutely needed to laugh it out
@courierdude,-0.1511,0,Greetings from Canada! It’s a sad day for you guys and the rest of world. 🇺🇸🇨🇦
@summumbonum-0,0.0,0,Served in the Military sacrificed my life on both IRAQ and AFGHANISTAN go home and have a NATZI as a President….
@pugetsoundpyrate,0.3818,1,Someone needs to build a Daily Show set-sized cloche to ensure that Jon Stewart never leaves us again.
@johnvaladez8976,0.0,0,Elon has waited for three generations to do that in that specific spot.
@Ariane-s8x,-0.1779,0,"From Geneva, Switzerland, all my deepest thoughts and wishes - I'm deeply afraid of these four next years and the loss of democracy... ️"
@Florian_N.Köln,0.6705,2,"As a German, I would like to remind you that fascism is and was the worst choice that, in my opinion, you could have chosen. I feel for your country's democratic minority and hope for the best."
@kaisaplews1407,0.6486,1,"This is not Fckd up,you know what IS Fckd up? The calm chill public reaction,the acceptance"
@ilya8132,0.4019,1,17:30 The actual lack of applause from the live audience amplified that joke
@AIvey-qs1so,0.8066,1,"So glad to see you, Daily Show, Everyone there! - thank you for helping to keep us sane. Again ️‍"
@tysonfontanez,0.7713,1,"I really love this recurring cloche joke. Every time I think he won't possibly find another way to bring it up, he does."
@bkucenski,0.0,1,These first three weeks have been the longest decade ever
@kevinonyia6203,0.1027,1,I miss Trevor Noah's trump jokes
@cozmovffv9284,-0.4767,0,We should be ashamed as Americans by what took place today.
@sabatino1977,0.3612,1,I celebrated the inauguration by listening to Dr. King's speech at the Lincoln Memorial.  I refused to give orange baby any more of my time.
@ProjectBadass360,-0.0258,0,It just goes to prove they’re all friends and we are all the enemies
@Rdz2012,0.2732,1,Reality sprinkled with humor
@septentrionalm2667,0.8271,0,"""... man who staged violent resistance rewarded with power to the diminishment of our greatest non-violent leader.""  Best line."
@saxpackabs,-0.1027,1,"This is a hard watch. 

Buckle up America."
@cgreenfield6655,-0.0534,1,I'm so glad we have Jon in these troubling times.
@obiwanshinobi87,-0.5859,1,Seriously.. I am getting Darth Sidious vibes from all of this... We really are in the wrong timeline
@teamtundra2619,0.5267,0,"“So this is how liberty dies, with thunderous applause” - Padme Amidala"
@mikemurphy3527,-0.3875,2,With no hand on the Bible he can later claim he never swore an oath to the constitution.
@firerun777,0.7568,1,I genuinely laughed at the inauguration multiple times. Thanks John!!
,-0.5411,1,"8:03 Seeing Jon Stewart ""Dab On The Haters"" Made My WEEK!"
@BBBBBBBBBBBX,0.2851,2,I will never forgive or forget anyone pretending that this is normal or okay.
@lamoinette23,-0.4871,2,You ask how people in Germany didn't see it coming... this is how. So many of our leaders said it could never happen here.... but did they do anything to stop it??
@1105pitbull,0.0,1,I do NOT understand Pence showing up.
@buckeyered80,0.2732,1,Melania wearing the ridiculous hat is the funniest thing in here for me. What kind of hat was that anyway?
@ilovemelodyjane,0.0,1,I didn't watch any tv today -- I've been waiting for Jon.
@BLINGofBOSTON,0.0,0,Never in my life have I wished to be 4 yrs older immediately so that this will be 4 yrs behind us.
@FlyGuyDrec,-0.4877,1,"Elon did that so quick and aggressive, you can tell he has been holding that in and was soo excited to finally get that out smh this is a crazy year already"
@serious7179,-0.2023,0,"Man I wish I could laugh at this stuff...but the injustice of it all and the pure fascism that's coming our way, sanctioned by a majority of Americans, is painfully unfunny."
@Thomas83KO,0.0,2,"I'm from Germany... What on earth... My mind can't process what my I eyes just saw, so my stomach took over. Musk's gesture made me almost throw up."
@martyfest6120,0.2516,1,If this doesn't turn out really bad I'll be relieved and amazed.
@djr3386,0.0,0,Our thoughts and prayers are with the people of U.S.A.
@LesenundDenken,0.0,0,"To quote Britney Spears, ""Oops I did it again."""
@jp9095,0.5563,2,"I can hardly blame Biden for the last minute pardons. 
Seemed he waited to see how Trump would behave before going ""Yeah I think imma pardon everyone I know."""
@azekielherrera4550,0.5574,2,Well done Jon. Thank you for your service.
@johnwisdom651,0.0,0,"DECLINE IS OVER"" , Downfall has started now."
@zapazap,0.8555,1,I love Jon's ability to be funny without being mean.
@lesliestratton536,0.9446,1,"A big thanks to the entire Daily Show team for helping me laugh-cry my way through this dumpster fire of a time. Your jokes might have saved my sanity—or at least delayed its departure! You’re all ridiculously talented, and while I know you won’t stay forever (because, let’s face it, you’re destined for even bigger things), I’m just glad we get to enjoy your tag-team brilliance as hosts and correspondents for now."
@williamturnier9032,0.0,2,Notice Karen Pence stayed home.
@PEPLUVER1,-0.787,1,Imagine the Fake Outrage from Conservatives if any Liberal did that salute???
@felicitousfeline9956,0.0,2,Of course the duck head said duck line!
@debthomas6453,0.5411,1,Jon we need you and The Daily Show more than ever. Keep us laughing!  ️
@coldhaven1233,0.0,1,"When Trump speaks, he always reminds me of the guy who has  to speak to the class about a subject he didn't study for and is trying to muddle through it."
@heidistinson5653,0.7351,2,"As I watched him do that salute all I could think was,

 ""So this is how liberty dies. With thunderous applause."""
@steveemers8428,0.3612,1,Melania looked like Spy vs Spy
@svenvdb6115,0.4019,0,"Even here in Belgium, the media went 4 a special  broadcast on the inauguration. The moment the speaker announced your orange and convicted one as ""the honourable Donald Trump"", I switched off the TV and went to a pub. Shame on you, America. Shame.on.you."
@murraybeachtel8585,0.8316,1,Used to think there was something special about these people. That most people in the U.S. are intelligent and these people represented our best. How naive I was.
@HlifeRomania91,0.3612,1,Melenia Trump looked like the HAMBURGLAR
@haplopatryn5586,0.0,0,Jon we are going to need you to get thru these next four years…you not allowed to retire again for the sake of the mental stability of  majority of Americans.
@akhilesh4610,0.4898,1,John Stewart is cooking more than usual! I need him for the next 4 years! Please! Can’t get through it without him
@tylerhackner9731,-0.4576,2,Jon Stewart is one of the people that will get us through this absolutely insane time.
@pibbinator2430,0.0,0,“With thunderous applause.”
@carolynbrooks5340,-0.296,0,Elon Musk should be in horror movies. He could be the next Vincent  Price. He look exactly like him.
